Time(s): 1324 Message:roboRIO LOGGER INITIALIZED AT: 1324
   12.76	    0.00	    0.00	    0.13	    0.00
   12.63	    0.00	    0.00	    0.13	    0.00
   12.67	    0.00	    0.00	    0.13	    0.00
   12.69	    0.00	    0.00	    0.13	    0.00
   12.71	    0.00	    0.00	    0.13	    0.00
   12.71	    0.00	    0.00	    0.13	    0.00
   12.72	    0.00	    0.00	    0.13	    0.00
   12.72	    0.00	    0.00	    0.13	    0.00
   12.70	    0.00	    0.00	    0.13	    0.00
   12.72	    0.00	    0.00	    0.13	    0.00
   12.72	    0.00	    0.00	    0.13	    0.00
   12.74	    0.00	    0.00	    0.13	    0.00
   12.72	    0.00	    0.00	    0.13	    0.00
   12.73	    0.00	    0.00	    0.13	    0.00
   12.74	    0.00	    0.00	    0.13	    0.00
   12.72	    0.00	    0.00	    0.13	    0.00
   12.72	    0.00	    0.00	    0.13	    0.00
   12.73	    0.00	    0.00	    0.13	    0.00
   12.71	    0.00	    0.00	    0.13	    0.00
   12.73	    0.00	    0.00	    0.13	    0.00
   12.72	    0.00	    0.00	    0.13	    0.00
   12.72	    0.00	    0.00	    0.13	    0.00
   12.72	    0.00	    0.00	    0.13	    0.00
   12.72	    0.00	    0.00	    0.13	    0.00
   12.73	    0.00	    0.00	    0.13	    0.00
   12.71	    0.00	    0.00	    0.13	    0.00
   12.71	    0.00	    0.00	    0.13	    0.00
   12.71	    0.00	    0.00	    0.13	    0.00
   12.71	    0.00	    0.00	    0.13	    0.00
   12.71	    0.00	    0.00	    0.13	    0.00
   12.73	    0.00	    0.00	    0.13	    0.00
   12.72	    0.00	    0.00	    0.13	    0.00
   12.72	    0.00	    0.00	    0.13	    0.00
   12.72	    0.00	    0.00	    0.13	    0.00
   12.71	    0.00	    0.00	    0.13	    0.00
   12.71	    0.00	    0.00	    0.13	    0.00
   12.72	    0.00	    0.00	    0.13	    0.00
   12.72	    0.00	    0.00	    0.13	    0.00
   12.72	    0.00	    0.00	    0.13	    0.00
   12.72	    0.00	    0.00	    0.13	    0.00
   12.72	    0.00	    0.00	    0.13	    0.00
   12.71	    0.00	    0.00	    0.13	    0.00
   12.72	    0.00	    0.00	    0.13	    0.00
   12.72	    0.00	    0.00	    0.13	    0.00
   12.71	    0.00	    0.00	    0.13	    0.00
   12.71	    0.00	    0.00	    0.13	    0.00
   12.73	    0.00	    0.00	    0.13	    0.00
   12.72	    0.00	    0.00	    0.13	    0.00
   12.71	    0.00	    0.00	    0.13	    0.00
   12.71	    0.00	    0.00	    0.13	    0.00
   12.72	    0.00	    0.00	    0.13	    0.00
   12.74	    0.00	    0.00	    0.13	    0.00
   12.72	    0.00	    0.00	    0.13	    0.00
   12.72	    0.00	    0.00	    0.13	    0.00
   12.72	    0.00	    0.00	    0.13	    0.00
   12.73	    0.00	    0.00	    0.13	    0.00
   12.72	    0.00	    0.00	    0.13	    0.00
   12.74	    0.00	    0.00	    0.13	    0.00
   12.72	    0.00	    0.00	    0.13	    0.00
   12.72	    0.00	    0.00	    0.13	    0.00
   12.71	    0.00	    0.00	    0.13	    0.00
   12.71	    0.00	    0.00	    0.13	    0.00
   12.68	    0.00	    0.00	    0.13	    0.00
   12.66	    0.00	    0.00	    0.13	    0.00
   12.67	    0.00	    0.00	    0.13	    0.00
   12.70	    0.00	    0.00	    0.13	    0.00
   12.69	    0.00	    0.00	    0.13	    0.00
   12.71	    0.00	    0.00	    0.13	    0.00
   12.67	    0.00	    0.00	    0.13	    0.00
   12.67	    0.00	    0.00	    0.13	    0.00
   12.71	    0.00	    0.00	    0.13	    0.00
   12.67	    0.00	    0.00	    0.13	    0.00
   12.69	    0.00	    0.00	    0.13	    0.00
   12.66	    0.00	    0.00	    0.13	    0.00
   12.71	    0.00	    0.00	    0.13	    0.00
   12.68	    0.00	    0.00	    0.13	    0.00
   12.67	    0.00	    0.00	    0.13	    0.00
   12.69	    0.00	    0.00	    0.13	    0.00
   12.68	    0.00	    0.00	    0.13	    0.00
   12.71	    0.00	    0.00	    0.13	    0.00
   12.69	    0.00	    0.00	    0.13	    0.00
   12.69	    0.00	    0.00	    0.13	    0.00
   12.70	    0.00	    0.00	    0.13	    0.00
   12.67	    0.00	    0.00	    0.13	    0.00
   12.68	    0.00	    0.00	    0.13	    0.00
   12.69	    0.00	    0.00	    0.13	    0.00
   12.68	    0.00	    0.00	    0.13	    0.00
   12.68	    0.00	    0.00	    0.13	    0.00
   12.67	    0.00	    0.00	    0.13	    0.00
   12.71	    0.00	    0.00	    0.13	    0.00
   12.69	    0.00	    0.00	    0.13	    0.00
   12.69	    0.00	    0.00	    0.13	    0.00
   12.69	    0.00	    0.00	    0.13	    0.00
   12.69	    0.00	    0.00	    0.13	    0.00
   12.69	    0.00	    0.00	    0.13	    0.00
   12.69	    0.00	    0.00	    0.13	    0.00
   12.66	    0.00	    0.00	    0.13	    0.00
   12.65	    0.00	    0.00	    0.13	    0.00
   12.67	    0.00	    0.00	    0.13	    0.00
   12.67	    0.00	    0.00	    0.13	    0.00
   12.68	    0.00	    0.00	    0.13	    0.00
   12.67	    0.00	    0.00	    0.13	    0.00
   12.66	    0.00	    0.00	    0.13	    0.00
   12.69	    0.00	    0.00	    0.13	    0.00
   12.66	    0.00	    0.00	    0.13	    0.00
   12.67	    0.00	    0.00	    0.13	    0.00
   12.66	    0.00	    0.00	    0.13	    0.00
   12.67	    0.00	    0.00	    0.13	    0.00
   12.67	    0.00	    0.00	    0.13	    0.00
   12.65	    0.00	    0.00	    0.13	    0.00
   12.67	    0.00	    0.00	    0.13	    0.00
   12.64	    0.00	    0.00	    0.13	    0.00
   12.67	    0.00	    0.00	    0.13	    0.00
   12.69	    0.00	    0.00	    0.13	    0.00
   12.68	    0.00	    0.00	    0.13	    0.00
   12.68	    0.00	    0.00	    0.13	    0.00
   12.69	    0.00	    0.00	    0.13	    0.00
   12.66	    0.00	    0.00	    0.13	    0.00
   12.66	    0.00	    0.00	    0.13	    0.00
   12.64	    0.00	    0.00	    0.13	    0.00
   12.64	    0.00	    0.00	    0.13	    0.00
   12.67	    0.00	    0.00	    0.13	    0.00
   12.68	    0.00	    0.00	    0.13	    0.00
   12.68	    0.00	    0.00	    0.13	    0.00
   12.66	    0.00	    0.00	    0.13	    0.00
   12.67	    0.00	    0.00	    0.13	    0.00
   12.64	    0.00	    0.00	    0.13	    0.00
   12.64	    0.00	    0.00	    0.13	    0.00
   12.65	    0.00	    0.00	    0.13	    0.00
   12.67	    0.00	    0.00	    0.13	    0.00
   12.66	    0.00	    0.00	    0.13	    0.00
   12.65	    0.00	    0.00	    0.13	    0.00
   12.67	    0.00	    0.00	    0.13	    0.00
   12.66	    0.00	    0.00	    0.13	    0.00
   12.66	    0.00	    0.00	    0.13	    0.00
   12.66	    0.00	    0.00	    0.13	    0.00
   12.65	    0.00	    0.00	    0.13	    0.00
   12.63	    0.00	    0.00	    0.13	    0.00
   12.65	    0.00	    0.00	    0.13	    0.00
   12.67	    0.00	    0.00	    0.13	    0.00
   12.64	    0.00	    0.00	    0.13	    0.00
   12.63	    0.00	    0.00	    0.13	    0.00
   12.64	    0.00	    0.00	    0.13	    0.00
   12.65	    0.00	    0.00	    0.13	    0.00
   12.60	    0.00	    0.00	    0.13	    0.00
   12.62	    0.00	    0.00	    0.13	    0.00
   12.62	    0.00	    0.00	    0.13	    0.00
   12.62	    0.00	    0.00	    0.13	    0.00
   12.62	    0.00	    0.00	    0.13	    0.00
   12.62	    0.00	    0.00	    0.13	    0.00
   12.61	    0.00	    0.00	    0.13	    0.00
   12.62	    0.00	    0.00	    0.13	    0.00
   12.59	    0.00	    0.00	    0.13	    0.00
   12.60	    0.00	    0.00	    0.13	    0.00
   12.63	    0.00	    0.00	    0.13	    0.00
   12.61	    0.00	    0.00	    0.13	    0.00
   12.59	    0.00	    0.00	    0.13	    0.00
   12.63	    0.00	    0.00	    0.13	    0.00
   12.61	    0.00	    0.00	    0.13	    0.00
   12.62	    0.00	    0.00	    0.13	    0.00
   12.61	    0.00	    0.00	    0.13	    0.00
   12.64	    0.00	    0.00	    0.13	    0.00
   12.64	    0.00	    0.00	    0.13	    0.00
   12.61	    0.00	    0.00	    0.13	    0.00
   12.64	    0.00	    0.00	    0.13	    0.00
   12.62	    0.00	    0.00	    0.13	    0.00
   12.64	    0.00	    0.00	    0.13	    0.00
   12.61	    0.00	    0.00	    0.13	    0.00
   12.60	    0.00	    0.00	    0.13	    0.00
   12.62	    0.00	    0.00	    0.13	    0.00
   12.61	    0.00	    0.00	    0.13	    0.00
   12.59	    0.00	    0.00	    0.13	    0.00
   12.60	    0.00	    0.00	    0.13	    0.00
   12.60	    0.00	    0.00	    0.13	    0.00
   12.61	    0.00	    0.00	    0.13	    0.00
   12.61	    0.00	    0.00	    0.13	    0.00
   12.61	    0.00	    0.00	    0.13	    0.00
   12.58	    0.00	    0.00	    0.13	    0.00
   12.59	    0.00	    0.00	    0.13	    0.00
   12.62	    0.00	    0.00	    0.13	    0.00
   12.61	    0.00	    0.00	    0.13	    0.00
   12.59	    0.00	    0.00	    0.13	    0.00
   12.61	    0.00	    0.00	    0.13	    0.00
   12.61	    0.00	    0.00	    0.13	    0.00
   12.57	    0.00	    0.00	    0.13	    0.00
   12.59	    0.00	    0.00	    0.13	    0.00
   12.59	    0.00	    0.00	    0.13	    0.00
   12.60	    0.00	    0.00	    0.13	    0.00
   12.56	    0.00	    0.00	    0.13	    0.00
   12.57	    0.00	    0.00	    0.13	    0.00
   12.55	    0.00	    0.00	    0.13	    0.00
   12.54	    0.00	    0.00	    0.13	    0.00
   12.55	    0.00	    0.00	    0.13	    0.00
   12.53	    0.00	    0.00	    0.13	    0.00
   12.57	    0.00	    0.00	    0.13	    0.00
   12.57	    0.00	    0.00	    0.13	    0.00
   12.56	    0.00	    0.00	    0.13	    0.00
   12.57	    0.00	    0.00	    0.13	    0.00
   12.57	    0.00	    0.00	    0.13	    0.00
   12.58	    0.00	    0.00	    0.13	    0.00
   12.56	    0.00	    0.00	    0.13	    0.00
   12.57	    0.00	    0.00	    0.13	    0.00
   12.52	    0.00	    0.00	    0.13	    0.00
   12.55	    0.00	    0.00	    0.13	    0.00
   12.56	    0.00	    0.00	    0.13	    0.00
   12.52	    0.00	    0.00	    0.13	    0.00
   12.59	    0.00	    0.00	    0.13	    0.00
   12.55	    0.00	    0.00	    0.13	    0.00
   12.55	    0.00	    0.00	    0.13	    0.00
   12.59	    0.00	    0.00	    0.13	    0.00
   12.59	    0.00	    0.00	    0.13	    0.00
   12.57	    0.00	    0.00	    0.13	    0.00
   12.58	    0.00	    0.00	    0.13	    0.00
   12.57	    0.00	    0.00	    0.13	    0.00
   12.55	    0.00	    0.00	    0.13	    0.00
   12.54	    0.00	    0.00	    0.13	    0.00
   12.56	    0.00	    0.00	    0.13	    0.00
   12.50	    0.00	    0.00	    0.13	    0.00
   12.56	    0.00	    0.00	    0.13	    0.00
   12.56	    0.00	    0.00	    0.13	    0.00
   12.57	    0.00	    0.00	    0.13	    0.00
   12.57	    0.00	    0.00	    0.13	    0.00
   12.54	    0.00	    0.00	    0.13	    0.00
   12.55	    0.00	    0.00	    0.13	    0.00
   12.55	    0.00	    0.00	    0.13	    0.00
   12.54	    0.00	    0.00	    0.13	    0.00
   12.55	    0.00	    0.00	    0.13	    0.00
   12.55	    0.00	    0.00	    0.13	    0.00
   12.54	    0.00	    0.00	    0.13	    0.00
   12.55	    0.00	    0.00	    0.13	    0.00
   12.56	    0.00	    0.00	    0.13	    0.00
   12.54	    0.00	    0.00	    0.13	    0.00
   12.56	    0.00	    0.00	    0.13	    0.00
   12.52	    0.00	    0.00	    0.13	    0.00
   12.50	    0.00	    0.00	    0.13	    0.00
   12.49	    0.00	    0.00	    0.13	    0.00
   12.50	    0.00	    0.00	    0.13	    0.00
   12.51	    0.00	    0.00	    0.13	    0.00
   12.53	    0.00	    0.00	    0.13	    0.00
   12.49	    0.00	    0.00	    0.13	    0.00
   12.53	    0.00	    0.00	    0.13	    0.00
   12.53	    0.00	    0.00	    0.13	    0.00
   12.52	    0.00	    0.00	    0.13	    0.00
   12.48	    0.00	    0.00	    0.13	    0.00
   12.51	    0.00	    0.00	    0.13	    0.00
   12.49	    0.00	    0.00	    0.13	    0.00
   12.49	    0.00	    0.00	    0.13	    0.00
   12.47	    0.00	    0.00	    0.13	    0.00
   12.50	    0.00	    0.00	    0.13	    0.00
   12.45	    0.00	    0.00	    0.13	    0.00
   12.47	    0.00	    0.00	    0.13	    0.00
   12.49	    0.00	    0.00	    0.13	    0.00
   12.46	    0.00	    0.00	    0.13	    0.00
   12.49	    0.00	    0.00	    0.13	    0.00
   12.49	    0.00	    0.00	    0.13	    0.00
   12.49	    0.00	    0.00	    0.13	    0.00
   12.49	    0.00	    0.00	    0.13	    0.00
   12.45	    0.00	    0.00	    0.13	    0.00
   12.49	    0.00	    0.00	    0.13	    0.00
   12.49	    0.00	    0.00	    0.13	    0.00
   12.49	    0.00	    0.00	    0.13	    0.00
   12.47	    0.00	    0.00	    0.13	    0.00
   12.45	    0.00	    0.00	    0.13	    0.00
   12.45	    0.00	    0.00	    0.13	    0.00
   12.45	    0.00	    0.00	    0.13	    0.00
   12.46	    0.00	    0.00	    0.13	    0.00
   12.48	    0.00	    0.00	    0.13	    0.00
   12.48	    0.00	    0.00	    0.13	    0.00
   12.47	    0.00	    0.00	    0.13	    0.00
   12.49	    0.00	    0.00	    0.13	    0.00
   12.47	    0.00	    0.00	    0.13	    0.00
   12.44	    0.00	    0.00	    0.13	    0.00
   12.49	    0.00	    0.00	    0.13	    0.00
   12.45	    0.00	    0.00	    0.13	    0.00
   12.47	    0.00	    0.00	    0.13	    0.00
   12.44	    0.00	    0.00	    0.13	    0.00
   12.46	    0.00	    0.00	    0.13	    0.00
   12.48	    0.00	    0.00	    0.13	    0.00
   12.45	    0.00	    0.00	    0.13	    0.00
   12.45	    0.00	    0.00	    0.13	    0.00
   12.48	    0.00	    0.00	    0.13	    0.00
   12.47	    0.00	    0.00	    0.13	    0.00
   12.50	    0.00	    0.00	    0.13	    0.00
   12.46	    0.00	    0.00	    0.13	    0.00
   12.45	    0.00	    0.00	    0.13	    0.00
   12.45	    0.00	    0.00	    0.13	    0.00
   12.47	    0.00	    0.00	    0.13	    0.00
   12.45	    0.00	    0.00	    0.13	    0.00
   12.49	    0.00	    0.00	    0.13	    0.00
   12.47	    0.00	    0.00	    0.13	    0.00
   12.48	    0.00	    0.00	    0.13	    0.00
   12.46	    0.00	    0.00	    0.13	    0.00
   12.48	    0.00	    0.00	    0.13	    0.00
   12.44	    0.00	    0.00	    0.13	    0.00
   12.48	    0.00	    0.00	    0.13	    0.00
   12.49	    0.00	    0.00	    0.13	    0.00
   12.45	    0.00	    0.00	    0.13	    0.00
   12.45	    0.00	    0.00	    0.13	    0.00
   12.47	    0.00	    0.00	    0.13	    0.00
   12.48	    0.00	    0.00	    0.13	    0.00
   12.42	    0.00	    0.00	    0.13	    0.00
   12.43	    0.00	    0.00	    0.13	    0.00
   12.47	    0.00	    0.00	    0.13	    0.00
   12.47	    0.00	    0.00	    0.13	    0.00
   12.48	    0.00	    0.00	    0.13	    0.00
   12.45	    0.00	    0.00	    0.13	    0.00
   12.47	    0.00	    0.00	    0.13	    0.00
   12.42	    0.00	    0.00	    0.13	    0.00
   12.43	    0.00	    0.00	    0.13	    0.00
   12.43	    0.00	    0.00	    0.13	    0.00
   12.45	    0.00	    0.00	    0.13	    0.00
   12.45	    0.00	    0.00	    0.13	    0.00
   12.43	    0.00	    0.00	    0.13	    0.00
   12.44	    0.00	    0.00	    0.13	    0.00
   12.45	    0.00	    0.00	    0.13	    0.00
   12.42	    0.00	    0.00	    0.13	    0.00
   12.41	    0.00	    0.00	    0.13	    0.00
   12.40	    0.00	    0.00	    0.13	    0.00
   12.41	    0.00	    0.00	    0.13	    0.00
   12.42	    0.00	    0.00	    0.13	    0.00
   12.45	    0.00	    0.00	    0.13	    0.00
   12.45	    0.00	    0.00	    0.13	    0.00
   12.45	    0.00	    0.00	    0.13	    0.00
   12.44	    0.00	    0.00	    0.13	    0.00
   12.42	    0.00	    0.00	    0.13	    0.00
   12.42	    0.00	    0.00	    0.13	    0.00
   12.39	    0.00	    0.00	    0.13	    0.00
   12.39	    0.00	    0.00	    0.13	    0.00
   12.40	    0.00	    0.00	    0.13	    0.00
   12.39	    0.00	    0.00	    0.13	    0.00
   12.41	    0.00	    0.00	    0.13	    0.00
   12.42	    0.00	    0.00	    0.13	    0.00
   12.37	    0.00	    0.00	    0.13	    0.00
   12.42	    0.00	    0.00	    0.13	    0.00
   12.42	    0.00	    0.00	    0.13	    0.00
   12.40	    0.00	    0.00	    0.13	    0.00
   12.42	    0.00	    0.00	    0.13	    0.00
   12.43	    0.00	    0.00	    0.13	    0.00
   12.42	    0.00	    0.00	    0.13	    0.00
   12.41	    0.00	    0.00	    0.13	    0.00
   12.42	    0.00	    0.00	    0.13	    0.00
   12.40	    0.00	    0.00	    0.13	    0.00
   12.43	    0.00	    0.00	    0.13	    0.00
   12.42	    0.00	    0.00	    0.13	    0.00
   12.44	    0.00	    0.00	    0.13	    0.00
   12.42	    0.00	    0.00	    0.13	    0.00
   12.40	    0.00	    0.00	    0.13	    0.00
   12.42	    0.00	    0.00	    0.13	    0.00
   12.40	    0.00	    0.00	    0.13	    0.00
   12.42	    0.00	    0.00	    0.13	    0.00
   12.40	    0.00	    0.00	    0.13	    0.00
   12.42	    0.00	    0.00	    0.13	    0.00
   12.42	    0.00	    0.00	    0.13	    0.00
   12.39	    0.00	    0.00	    0.13	    0.00
   12.41	    0.00	    0.00	    0.13	    0.00
   12.38	    0.00	    0.00	    0.13	    0.00
   12.39	    0.00	    0.00	    0.13	    0.00
   12.42	    0.00	    0.00	    0.13	    0.00
   12.41	    0.00	    0.00	    0.13	    0.00
   12.41	    0.00	    0.00	    0.13	    0.00
   12.41	    0.00	    0.00	    0.13	    0.00
   12.43	    0.00	    0.00	    0.13	    0.00
   12.40	    0.00	    0.00	    0.13	    0.00
   12.40	    0.00	    0.00	    0.13	    0.00
   12.42	    0.00	    0.00	    0.13	    0.00
   12.42	    0.00	    0.00	    0.13	    0.00
   12.42	    0.00	    0.00	    0.13	    0.00
   12.40	    0.00	    0.00	    0.13	    0.00
   12.41	    0.00	    0.00	    0.13	    0.00
   12.42	    0.00	    0.00	    0.13	    0.00
   12.40	    0.00	    0.00	    0.13	    0.00
   12.42	    0.00	    0.00	    0.13	    0.00
   12.42	    0.00	    0.00	    0.13	    0.00
   12.36	    0.00	    0.00	    0.13	    0.00
   12.40	    0.00	    0.00	    0.13	    0.00
   12.42	    0.00	    0.00	    0.13	    0.00
   12.40	    0.00	    0.00	    0.13	    0.00
   12.42	    0.00	    0.00	    0.13	    0.00
   12.37	    0.00	    0.00	    0.13	    0.00
   12.41	    0.00	    0.00	    0.13	    0.00
   12.40	    0.00	    0.00	    0.13	    0.00
   12.41	    0.00	    0.00	    0.13	    0.00
   12.40	    0.00	    0.00	    0.13	    0.00
   12.36	    0.00	    0.00	    0.13	    0.00
   12.41	    0.00	    0.00	    0.13	    0.00
   12.39	    0.00	    0.00	    0.13	    0.00
   12.36	    0.00	    0.00	    0.13	    0.00
   12.39	    0.00	    0.00	    0.13	    0.00
   12.42	    0.00	    0.00	    0.13	    0.00
